# File created on 2023-07-04 17:23:29
# This file contains the predictions generated by the model.

date,time,prediction,prediction_str,confidence
20191219,00:20:00,1,no_aurora,0.93304974
20191219,00:20:03,1,no_aurora,0.64625573
20191219,00:20:06,1,no_aurora,0.95726305
20191219,00:20:09,1,no_aurora,0.956693
20191219,00:20:12,1,no_aurora,0.90374905
20191219,00:20:15,1,no_aurora,0.9871638
20191219,00:20:18,1,no_aurora,0.92866147
20191219,00:20:21,1,no_aurora,0.90648216
20191219,00:20:24,1,no_aurora,0.92430866
20191219,00:20:27,1,no_aurora,0.9531845
20191219,00:20:30,1,no_aurora,0.9629016
20191219,00:20:33,1,no_aurora,0.94826466
20191219,00:20:36,1,no_aurora,0.93459004
20191219,00:20:39,1,no_aurora,0.9307649
20191219,00:20:42,1,no_aurora,0.9290852
20191219,00:20:45,1,no_aurora,0.96244967
20191219,00:20:48,1,no_aurora,0.97381437
20191219,00:20:51,1,no_aurora,0.9480735
20191219,00:20:54,1,no_aurora,0.7657107
20191219,00:20:57,1,no_aurora,0.90633166
20191219,00:45:00,1,no_aurora,0.96445626
20191219,00:45:03,1,no_aurora,0.9213653
20191219,00:45:06,1,no_aurora,0.84827954
20191219,00:45:09,1,no_aurora,0.49884605
20191219,00:45:12,1,no_aurora,0.8429848
20191219,00:45:15,1,no_aurora,0.60951895
20191219,00:45:18,1,no_aurora,0.9325139
20191219,00:45:21,1,no_aurora,0.97414994
20191219,00:45:24,1,no_aurora,0.7783797
20191219,00:45:27,1,no_aurora,0.94860435
20191219,00:45:30,1,no_aurora,0.88831013
20191219,00:45:33,1,no_aurora,0.9256979
20191219,00:45:36,1,no_aurora,0.90139157
20191219,00:45:39,1,no_aurora,0.7008315
20191219,00:45:42,1,no_aurora,0.62998754
20191219,00:45:45,1,no_aurora,0.82009155
20191219,00:45:48,1,no_aurora,0.72591174
20191219,00:45:51,1,no_aurora,0.63863975
20191219,00:45:54,1,no_aurora,0.63759446
20191219,00:45:57,1,no_aurora,0.67184204
20191219,00:30:00,1,no_aurora,0.9695942
20191219,00:30:03,1,no_aurora,0.9825265
20191219,00:30:06,1,no_aurora,0.9763961
20191219,00:30:09,1,no_aurora,0.9581131
20191219,00:30:12,1,no_aurora,0.99227947
20191219,00:30:15,1,no_aurora,0.9562085
20191219,00:30:18,1,no_aurora,0.9780456
20191219,00:30:21,1,no_aurora,0.9493953
20191219,00:30:24,1,no_aurora,0.93254346
20191219,00:30:27,1,no_aurora,0.93612593
20191219,00:30:30,1,no_aurora,0.94105035
20191219,00:30:33,1,no_aurora,0.97453654
20191219,00:30:36,1,no_aurora,0.9792233
20191219,00:30:39,1,no_aurora,0.9823431
20191219,00:30:42,1,no_aurora,0.8968146
20191219,00:30:45,1,no_aurora,0.9389634
20191219,00:30:48,1,no_aurora,0.9669325
20191219,00:30:51,1,no_aurora,0.9271184
20191219,00:30:54,1,no_aurora,0.97302747
20191219,00:30:57,1,no_aurora,0.9628039
20191219,00:01:00,1,no_aurora,0.9587553
20191219,00:01:03,1,no_aurora,0.97773415
20191219,00:01:06,1,no_aurora,0.98714733
20191219,00:01:09,1,no_aurora,0.9711545
20191219,00:01:12,1,no_aurora,0.98371375
20191219,00:01:15,1,no_aurora,0.9924797
20191219,00:01:18,1,no_aurora,0.9939056
20191219,00:01:21,1,no_aurora,0.99474066
20191219,00:01:24,1,no_aurora,0.9933406
