# File created on 2023-07-04 22:14:32
# This file contains the predictions generated by the model.

date,time,prediction,prediction_str,confidence
20200129,02:26:00,0,bad_viewing,0.9719336
20200129,02:26:03,0,bad_viewing,0.9856016
20200129,02:26:06,0,bad_viewing,0.98531973
20200129,02:26:09,0,bad_viewing,0.9928921
20200129,02:26:12,0,bad_viewing,0.9949367
20200129,02:26:15,0,bad_viewing,0.925261
20200129,02:26:18,0,bad_viewing,0.9813817
20200129,02:26:21,0,bad_viewing,0.99232906
20200129,02:26:24,0,bad_viewing,0.98797685
20200129,02:26:27,0,bad_viewing,0.980594
20200129,02:26:30,0,bad_viewing,0.99115974
20200129,02:26:33,0,bad_viewing,0.9908869
20200129,02:26:36,0,bad_viewing,0.9712556
20200129,02:26:39,0,bad_viewing,0.9812267
20200129,02:26:42,0,bad_viewing,0.9825458
20200129,02:26:45,0,bad_viewing,0.9802146
20200129,02:26:48,0,bad_viewing,0.98557967
20200129,02:26:51,0,bad_viewing,0.9863749
20200129,02:26:54,0,bad_viewing,0.97014475
20200129,02:26:57,0,bad_viewing,0.99638134
20200129,02:24:00,0,bad_viewing,0.9884318
20200129,02:24:03,0,bad_viewing,0.9803341
20200129,02:24:06,0,bad_viewing,0.98899025
20200129,02:24:09,0,bad_viewing,0.98012006
20200129,02:24:12,0,bad_viewing,0.9517319
20200129,02:24:15,0,bad_viewing,0.9604563
20200129,02:24:18,0,bad_viewing,0.9743628
20200129,02:24:21,0,bad_viewing,0.9879238
20200129,02:24:24,0,bad_viewing,0.9832808
20200129,02:24:27,0,bad_viewing,0.98866314
20200129,02:24:30,0,bad_viewing,0.9918466
20200129,02:24:33,0,bad_viewing,0.9929623
20200129,02:24:36,0,bad_viewing,0.9912622
20200129,02:24:39,0,bad_viewing,0.995461
20200129,02:24:42,0,bad_viewing,0.9839867
20200129,02:24:45,0,bad_viewing,0.98970765
20200129,02:24:48,0,bad_viewing,0.9680971
20200129,02:24:51,0,bad_viewing,0.97991294
20200129,02:24:54,0,bad_viewing,0.98273367
20200129,02:24:57,0,bad_viewing,0.9880276
20200129,02:56:00,0,bad_viewing,0.8047688
20200129,02:56:03,0,bad_viewing,0.7590105
20200129,02:56:06,0,bad_viewing,0.77171403
20200129,02:56:09,0,bad_viewing,0.7161919
20200129,02:56:12,0,bad_viewing,0.8050907
20200129,02:56:15,0,bad_viewing,0.87881833
20200129,02:56:18,0,bad_viewing,0.5741879
20200129,02:56:21,0,bad_viewing,0.8169912
20200129,02:56:24,0,bad_viewing,0.82764196
20200129,02:56:27,0,bad_viewing,0.56273466
20200129,02:56:30,0,bad_viewing,0.73639244
20200129,02:56:33,0,bad_viewing,0.5262186
20200129,02:56:36,0,bad_viewing,0.9366741
20200129,02:56:39,0,bad_viewing,0.95812863
20200129,02:56:42,0,bad_viewing,0.94768715
20200129,02:56:45,0,bad_viewing,0.70079273
20200129,02:56:48,0,bad_viewing,0.748587
20200129,02:56:51,0,bad_viewing,0.6066576
20200129,02:56:54,0,bad_viewing,0.80813795
20200129,02:56:57,0,bad_viewing,0.8694313
20200129,02:51:00,0,bad_viewing,0.73497933
20200129,02:51:03,0,bad_viewing,0.79781306
20200129,02:51:06,0,bad_viewing,0.59925616
20200129,02:51:09,0,bad_viewing,0.7046438
20200129,02:51:12,0,bad_viewing,0.7381058
20200129,02:51:15,0,bad_viewing,0.684592
20200129,02:51:18,0,bad_viewing,0.6332888
20200129,02:51:21,0,bad_viewing,0.5878679
20200129,02:51:24,0,bad_viewing,0.6545301
20200129,02:51:27,0,bad_viewing,0.50783396
20200129,02:51:30,0,bad_viewing,0.61196315
20200129,02:51:33,3,pulsating,0.48116434
20200129,02:51:36,0,bad_viewing,0.67869705
20200129,02:51:39,0,bad_viewing,0.48892388
20200129,02:51:42,0,bad_viewing,0.69457054
20200129,02:51:45,0,bad_viewing,0.66006976
20200129,02:51:48,3,pulsating,0.50727963
20200129,02:51:51,3,pulsating,0.5429967
20200129,02:51:54,3,pulsating,0.57555574
20200129,02:51:57,0,bad_viewing,0.6698851
20200129,02:34:00,0,bad_viewing,0.9774275
20200129,02:34:03,0,bad_viewing,0.93726224
20200129,02:34:06,0,bad_viewing,0.9703266
20200129,02:34:09,0,bad_viewing,0.9492962
20200129,02:34:12,0,bad_viewing,0.9885831
20200129,02:34:15,0,bad_viewing,0.9594945
20200129,02:34:18,0,bad_viewing,0.97836053
20200129,02:34:21,0,bad_viewing,0.9922753
20200129,02:34:24,0,bad_viewing,0.97962236
20200129,02:34:27,0,bad_viewing,0.9440478
20200129,02:34:30,0,bad_viewing,0.9884134
20200129,02:34:33,0,bad_viewing,0.98055327
