# File created on 2023-07-04 21:53:46
# This file contains the predictions generated by the model.

date,time,prediction,prediction_str,confidence
20200129,01:21:00,0,bad_viewing,0.99936646
20200129,01:21:03,0,bad_viewing,0.99879193
20200129,01:21:06,0,bad_viewing,0.99960047
20200129,01:21:09,0,bad_viewing,0.9996724
20200129,01:21:12,0,bad_viewing,0.99958307
20200129,01:21:15,0,bad_viewing,0.99856377
20200129,01:21:18,0,bad_viewing,0.99928236
20200129,01:21:21,0,bad_viewing,0.9980949
20200129,01:21:24,0,bad_viewing,0.9992627
20200129,01:21:27,0,bad_viewing,0.99967706
20200129,01:21:30,0,bad_viewing,0.99848807
20200129,01:21:33,0,bad_viewing,0.99724656
20200129,01:21:36,0,bad_viewing,0.9978965
20200129,01:21:39,0,bad_viewing,0.9991885
20200129,01:21:42,0,bad_viewing,0.997442
20200129,01:21:45,0,bad_viewing,0.99705434
20200129,01:21:48,0,bad_viewing,0.99835813
20200129,01:21:51,0,bad_viewing,0.9997513
20200129,01:21:54,0,bad_viewing,0.9989255
20200129,01:21:57,0,bad_viewing,0.9996873
20200129,01:14:00,0,bad_viewing,0.99949867
20200129,01:14:03,0,bad_viewing,0.99980307
20200129,01:14:06,0,bad_viewing,0.9982319
20200129,01:14:09,0,bad_viewing,0.99918646
20200129,01:14:12,0,bad_viewing,0.9981248
20200129,01:14:15,0,bad_viewing,0.99852246
20200129,01:14:18,0,bad_viewing,0.9975459
20200129,01:14:21,0,bad_viewing,0.995682
20200129,01:14:24,0,bad_viewing,0.999035
20200129,01:14:27,0,bad_viewing,0.99940693
20200129,01:14:30,0,bad_viewing,0.99980617
20200129,01:14:33,0,bad_viewing,0.9992318
20200129,01:14:36,0,bad_viewing,0.9999437
20200129,01:14:39,0,bad_viewing,0.99997956
20200129,01:14:42,0,bad_viewing,0.99998003
20200129,01:14:45,0,bad_viewing,0.99997073
20200129,01:14:48,0,bad_viewing,0.99992055
20200129,01:14:51,0,bad_viewing,0.99993235
20200129,01:14:54,0,bad_viewing,0.99974453
20200129,01:14:57,0,bad_viewing,0.9998071
20200129,01:55:00,0,bad_viewing,0.9947496
20200129,01:55:03,0,bad_viewing,0.99238527
20200129,01:55:06,0,bad_viewing,0.99401355
20200129,01:55:09,0,bad_viewing,0.9979203
20200129,01:55:12,0,bad_viewing,0.97602266
20200129,01:55:15,0,bad_viewing,0.9956713
20200129,01:55:18,0,bad_viewing,0.98557305
20200129,01:55:21,0,bad_viewing,0.9810177
20200129,01:55:24,0,bad_viewing,0.9840875
20200129,01:55:27,0,bad_viewing,0.996924
20200129,01:55:30,0,bad_viewing,0.9954218
