# File created on 2023-07-05 07:00:17
# This file contains the predictions generated by the model.

date,time,prediction,prediction_str,confidence
20200219,00:50:00,0,bad_viewing,0.9152282
20200219,00:50:03,0,bad_viewing,0.84341574
20200219,00:50:06,0,bad_viewing,0.899538
20200219,00:50:09,0,bad_viewing,0.9804736
20200219,00:50:12,0,bad_viewing,0.83796537
20200219,00:50:15,0,bad_viewing,0.8129443
20200219,00:50:18,0,bad_viewing,0.98068035
20200219,00:50:21,0,bad_viewing,0.78200996
20200219,00:50:24,0,bad_viewing,0.966304
20200219,00:50:27,0,bad_viewing,0.9109262
20200219,00:50:30,0,bad_viewing,0.7521615
20200219,00:50:33,0,bad_viewing,0.78907263
20200219,00:50:36,0,bad_viewing,0.90672475
20200219,00:50:39,0,bad_viewing,0.9385366
20200219,00:50:42,0,bad_viewing,0.9721649
20200219,00:50:45,0,bad_viewing,0.79158455
20200219,00:50:48,0,bad_viewing,0.84622747
20200219,00:50:51,0,bad_viewing,0.8742947
20200219,00:50:54,0,bad_viewing,0.87545055
20200219,00:50:57,0,bad_viewing,0.7446396
20200219,00:53:00,0,bad_viewing,0.8045849
20200219,00:53:03,0,bad_viewing,0.9532256
20200219,00:53:06,0,bad_viewing,0.8666034
20200219,00:53:09,0,bad_viewing,0.9426063
20200219,00:53:12,0,bad_viewing,0.6278472
20200219,00:53:15,0,bad_viewing,0.91076726
20200219,00:53:18,0,bad_viewing,0.76142216
20200219,00:53:21,0,bad_viewing,0.88597924
20200219,00:53:24,0,bad_viewing,0.75055355
20200219,00:53:27,0,bad_viewing,0.6431501
20200219,00:53:30,1,no_aurora,0.4082476
20200219,00:53:33,0,bad_viewing,0.950562
20200219,00:53:36,0,bad_viewing,0.83651465
20200219,00:53:39,0,bad_viewing,0.81098074
20200219,00:53:42,0,bad_viewing,0.7961655
20200219,00:53:45,0,bad_viewing,0.8234931
20200219,00:53:48,0,bad_viewing,0.71830094
20200219,00:53:51,0,bad_viewing,0.8075495
20200219,00:53:54,0,bad_viewing,0.95177436
20200219,00:53:57,0,bad_viewing,0.82855046
20200219,00:48:00,0,bad_viewing,0.8417679
20200219,00:48:03,0,bad_viewing,0.58965516
20200219,00:48:06,0,bad_viewing,0.8670809
20200219,00:48:09,0,bad_viewing,0.9403494
20200219,00:48:12,0,bad_viewing,0.8660354
20200219,00:48:15,0,bad_viewing,0.9533791
20200219,00:48:18,0,bad_viewing,0.7264207
20200219,00:48:21,0,bad_viewing,0.94005406
20200219,00:48:24,0,bad_viewing,0.91327614
20200219,00:48:27,0,bad_viewing,0.91825074
20200219,00:48:30,0,bad_viewing,0.95705426
20200219,00:48:33,0,bad_viewing,0.9458515
20200219,00:48:36,0,bad_viewing,0.71481216
20200219,00:48:39,0,bad_viewing,0.7104152
20200219,00:48:42,0,bad_viewing,0.91431063
20200219,00:48:45,0,bad_viewing,0.828811
20200219,00:48:48,0,bad_viewing,0.722863
20200219,00:48:51,0,bad_viewing,0.7675902
20200219,00:48:54,0,bad_viewing,0.78947926
20200219,00:48:57,0,bad_viewing,0.85778314
20200219,00:46:00,0,bad_viewing,0.9561269
20200219,00:46:03,0,bad_viewing,0.95429265
20200219,00:46:06,0,bad_viewing,0.9462202
20200219,00:46:09,0,bad_viewing,0.9150797
20200219,00:46:12,0,bad_viewing,0.9888648
20200219,00:46:15,0,bad_viewing,0.9360704
20200219,00:46:18,0,bad_viewing,0.8588345
20200219,00:46:21,0,bad_viewing,0.9527153
20200219,00:46:24,0,bad_viewing,0.86611736
20200219,00:46:27,0,bad_viewing,0.7904808
20200219,00:46:30,0,bad_viewing,0.79577124
20200219,00:46:33,0,bad_viewing,0.8839136
20200219,00:46:36,0,bad_viewing,0.9198985
20200219,00:46:39,0,bad_viewing,0.9370765
20200219,00:46:42,0,bad_viewing,0.8451516
20200219,00:46:45,0,bad_viewing,0.93450916
20200219,00:46:48,0,bad_viewing,0.98194724
20200219,00:46:51,0,bad_viewing,0.67418
20200219,00:46:54,0,bad_viewing,0.91870666
20200219,00:46:57,0,bad_viewing,0.9093414
20200219,00:51:00,0,bad_viewing,0.51687074
20200219,00:51:03,0,bad_viewing,0.85091656
20200219,00:51:06,0,bad_viewing,0.86736405
20200219,00:51:09,0,bad_viewing,0.7726017
20200219,00:51:12,0,bad_viewing,0.94604945
20200219,00:51:15,0,bad_viewing,0.9833867
20200219,00:51:18,0,bad_viewing,0.85764325
20200219,00:51:21,0,bad_viewing,0.90175223
20200219,00:51:24,0,bad_viewing,0.90761167
20200219,00:51:27,0,bad_viewing,0.82247746
20200219,00:51:30,0,bad_viewing,0.9334336
20200219,00:51:33,0,bad_viewing,0.95830804
20200219,00:51:36,0,bad_viewing,0.58151776
20200219,00:51:39,0,bad_viewing,0.92763364
20200219,00:51:42,0,bad_viewing,0.95473564
20200219,00:51:45,0,bad_viewing,0.7489753
20200219,00:51:48,0,bad_viewing,0.95416164
20200219,00:51:51,0,bad_viewing,0.9218052
20200219,00:51:54,0,bad_viewing,0.91803634
20200219,00:51:57,0,bad_viewing,0.9294943
20200219,00:59:00,0,bad_viewing,0.6814121
20200219,00:59:03,1,no_aurora,0.4521967
20200219,00:59:06,0,bad_viewing,0.5827974
20200219,00:59:09,0,bad_viewing,0.9051399
20200219,00:59:12,0,bad_viewing,0.8117613
20200219,00:59:15,0,bad_viewing,0.8760671
20200219,00:59:18,0,bad_viewing,0.904289
20200219,00:59:21,0,bad_viewing,0.7335058
20200219,00:59:24,0,bad_viewing,0.58895624
20200219,00:59:27,0,bad_viewing,0.70739967
20200219,00:59:30,0,bad_viewing,0.60694027
20200219,00:59:33,0,bad_viewing,0.5941127
20200219,00:59:36,0,bad_viewing,0.54635173
20200219,00:59:39,0,bad_viewing,0.72772115
20200219,00:59:42,0,bad_viewing,0.7552624
20200219,00:59:45,0,bad_viewing,0.81099844
20200219,00:59:48,0,bad_viewing,0.7479614
20200219,00:59:51,0,bad_viewing,0.60204786
20200219,00:59:54,0,bad_viewing,0.6001202
20200219,00:59:57,0,bad_viewing,0.78755283
20200219,00:52:00,0,bad_viewing,0.9279646
20200219,00:52:03,0,bad_viewing,0.7794984
20200219,00:52:06,0,bad_viewing,0.9764767
20200219,00:52:09,0,bad_viewing,0.94962156
20200219,00:52:12,0,bad_viewing,0.81274885
20200219,00:52:15,0,bad_viewing,0.9543022
20200219,00:52:18,0,bad_viewing,0.80764145
20200219,00:52:21,0,bad_viewing,0.8642614
20200219,00:52:24,0,bad_viewing,0.9461129
20200219,00:52:27,0,bad_viewing,0.8909366
20200219,00:52:30,0,bad_viewing,0.54123074
20200219,00:52:33,0,bad_viewing,0.9557219
20200219,00:52:36,0,bad_viewing,0.9254263
20200219,00:52:39,0,bad_viewing,0.82467836
20200219,00:52:42,0,bad_viewing,0.82297295
20200219,00:52:45,0,bad_viewing,0.75192916
20200219,00:52:48,0,bad_viewing,0.9123854
