# File created on 2023-07-05 01:11:25
# This file contains the predictions generated by the model.

date,time,prediction,prediction_str,confidence
20200216,00:03:00,0,bad_viewing,0.99924207
20200216,00:03:03,0,bad_viewing,0.99369067
20200216,00:03:09,0,bad_viewing,0.99674964
20200216,00:03:12,0,bad_viewing,0.9985463
20200216,00:03:15,0,bad_viewing,0.999066
20200216,00:03:18,0,bad_viewing,0.99922055
20200216,00:03:21,0,bad_viewing,0.99837315
20200216,00:03:24,0,bad_viewing,0.9988586
20200216,00:03:27,0,bad_viewing,0.9995933
20200216,00:03:30,0,bad_viewing,0.9994988
20200216,00:03:33,0,bad_viewing,0.99952143
20200216,00:03:36,0,bad_viewing,0.99943006
20200216,00:03:39,0,bad_viewing,0.9996395
20200216,00:03:42,0,bad_viewing,0.999851
20200216,00:03:45,0,bad_viewing,0.999603
20200216,00:03:48,0,bad_viewing,0.999642
20200216,00:03:51,0,bad_viewing,0.99958843
20200216,00:03:54,0,bad_viewing,0.9996024
20200216,00:03:57,0,bad_viewing,0.99966705
20200216,00:22:00,0,bad_viewing,0.9916664
20200216,00:22:03,0,bad_viewing,0.99699825
20200216,00:22:09,0,bad_viewing,0.9762412
20200216,00:22:12,0,bad_viewing,0.976962
20200216,00:22:15,0,bad_viewing,0.9759992
20200216,00:22:18,0,bad_viewing,0.9959033
20200216,00:22:21,0,bad_viewing,0.9969382
20200216,00:22:24,0,bad_viewing,0.9977029
20200216,00:22:27,0,bad_viewing,0.99317944
20200216,00:22:30,0,bad_viewing,0.9874824
20200216,00:22:33,0,bad_viewing,0.9910156
20200216,00:22:36,0,bad_viewing,0.99601865
20200216,00:22:39,0,bad_viewing,0.99521184
20200216,00:22:42,0,bad_viewing,0.99592346
20200216,00:22:45,0,bad_viewing,0.99633276
20200216,00:22:48,0,bad_viewing,0.99363947
20200216,00:22:51,0,bad_viewing,0.9969854
20200216,00:22:54,0,bad_viewing,0.9807491
20200216,00:22:57,0,bad_viewing,0.9882044
20200216,00:08:00,0,bad_viewing,0.99850667
20200216,00:08:03,0,bad_viewing,0.99847764
20200216,00:08:09,0,bad_viewing,0.99907243
20200216,00:08:12,0,bad_viewing,0.99912703
20200216,00:08:15,0,bad_viewing,0.9994551
20200216,00:08:18,0,bad_viewing,0.9973601
20200216,00:08:21,0,bad_viewing,0.9992263
20200216,00:08:24,0,bad_viewing,0.9975413
20200216,00:08:27,0,bad_viewing,0.9983684
20200216,00:08:30,0,bad_viewing,0.9979964
20200216,00:08:33,0,bad_viewing,0.9978539
20200216,00:08:36,0,bad_viewing,0.9995486
20200216,00:08:39,0,bad_viewing,0.99765325
20200216,00:08:42,0,bad_viewing,0.99939334
20200216,00:08:45,0,bad_viewing,0.99758077
